Ano de eleição;Cargo;Município;Quantidade de aptos;Quantidade de abstenções;Data de carga
2022;Governador;CATUÍPE;14996;1999;2023-06-19 19:56:40
2022;Governador;CAUCAIA;235233;32210;2023-06-19 19:56:40
2022;Governador;CAVALCANTE;7215;1828;2023-06-19 19:56:40
2022;Governador;CAXAMBU;18038;4963;2023-06-19 19:56:40
2022;Governador;CAXAMBU DO SUL;8728;1261;2023-06-19 19:56:40
2022;Governador;CAXIAS;108306;21450;2023-06-19 19:56:40
2022;Governador;CAXIAS DO SUL;687460;119977;2023-06-19 19:56:40
2022;Governador;CAXINGÓ;5445;844;2023-06-19 19:56:40
2022;Governador;CAÇADOR;107343;23485;2023-06-19 19:56:40
2022;Governador;CAÇAPAVA;149581;31581;2023-06-19 19:56:40
2022;Governador;CAÇAPAVA DO SUL;50370;9947;2023-06-19 19:56:40
2022;Governador;CAÇU;10858;2682;2023-06-19 19:56:40
2022;Governador;CEARÁ-MIRIM;56372;9820;2023-06-19 19:56:40
2022;Governador;CEDRAL;24798;5672;2023-06-19 19:56:40
2022;Governador;CEDRO;39968;9088;2023-06-19 19:56:40
2022;Governador;CEDRO DE SÃO JOÃO;10459;1594;2023-06-19 19:56:40
2022;Governador;CEDRO DO ABAETÉ;1284;341;2023-06-19 19:56:40
2022;Governador;CELSO RAMOS;5160;788;2023-06-19 19:56:40
2022;Governador;CENTENÁRIO;7014;804;2023-06-19 19:56:40
2022;Governador;CENTENÁRIO DO SUL;8624;1812;2023-06-19 19:56:40
2022;Governador;CENTRAL;27517;5863;2023-06-19 19:56:40
2022;Governador;CENTRAL DE MINAS;5976;1776;2023-06-19 19:56:40
2022;Governador;CENTRAL DO MARANHÃO;8002;2524;2023-06-19 19:56:40
2022;Governador;CENTRALINA;7350;1526;2023-06-19 19:56:40
2022;Governador;CENTRO DO GUILHERME;7698;1874;2023-06-19 19:56:40
2022;Governador;CENTRO NOVO DO MARANHÃO;12437;3175;2023-06-19 19:56:40
2022;Governador;CEREJEIRAS;25856;5696;2023-06-19 19:56:40
2022;Governador;CERES;16314;2782;2023-06-19 19:56:40
2022;Governador;CERQUEIRA CÉSAR;32038;8882;2023-06-19 19:56:40
2022;Governador;CERQUILHO;73548;16180;2023-06-19 19:56:40
2022;Governador;CERRITO;10920;2139;2023-06-19 19:56:40
2022;Governador;CERRO AZUL;13219;2658;2023-06-19 19:56:40
2022;Governador;CERRO BRANCO;7312;1344;2023-06-19 19:56:40
2022;Governador;CERRO CORÁ;9148;2032;2023-06-19 19:56:40
2022;Governador;CERRO GRANDE;5147;614;2023-06-19 19:56:40
2022;Governador;CERRO GRANDE DO SUL;13850;2210;2023-06-19 19:56:40
2022;Governador;CERRO LARGO;20064;2987;2023-06-19 19:56:40
2022;Governador;CERRO NEGRO;6418;1148;2023-06-19 19:56:40
2022;Governador;CESÁRIO LANGE;27928;6611;2023-06-19 19:56:40
2022;Governador;CEZARINA;7025;1392;2023-06-19 19:56:40
2022;Governador;CHALÉ;5230;1028;2023-06-19 19:56:40
2022;Governador;CHAPADA;15535;1929;2023-06-19 19:56:40
2022;Governador;CHAPADA DA NATIVIDADE;2766;538;2023-06-19 19:56:40
2022;Governador;CHAPADA DE AREIA;2195;389;2023-06-19 19:56:40
2022;Governador;CHAPADA DO NORTE;9356;3593;2023-06-19 19:56:40
2022;Governador;CHAPADA DOS GUIMARÃES;16715;3880;2023-06-19 19:56:40
2022;Governador;CHAPADA GAÚCHA;8853;2340;2023-06-19 19:56:40
2022;Governador;CHAPADINHA;54727;10304;2023-06-19 19:56:40
2022;Governador;CHAPADÃO DO CÉU;8122;1778;2023-06-19 19:56:40
2022;Governador;CHAPADÃO DO LAGEADO;5124;548;2023-06-19 19:56:40
2022;Governador;CHAPADÃO DO SUL;42139;10646;2023-06-19 19:56:40
2022;Governador;CHAPECÓ;318746;55137;2023-06-19 19:56:40
2022;Governador;CHARQUEADA;26594;5625;2023-06-19 19:56:40
2022;Governador;CHARQUEADAS;50643;9765;2023-06-19 19:56:40
2022;Governador;CHARRUA;4902;740;2023-06-19 19:56:40
2022;Governador;CHAVAL;10733;2323;2023-06-19 19:56:40
2022;Governador;CHAVANTES;17542;2886;2023-06-19 19:56:40
2022;Governador;CHAVES;14431;4220;2023-06-19 19:56:40
2022;Governador;CHIADOR;2926;521;2023-06-19 19:56:40
2022;Governador;CHIAPETTA;6984;1146;2023-06-19 19:56:40
2022;Governador;CHOPINZINHO;16652;3115;2023-06-19 19:56:40
2022;Governador;CHOROZINHO;17164;2537;2023-06-19 19:56:40
2022;Governador;CHORROCHÓ;18451;4586;2023-06-19 19:56:40
2022;Governador;CHORÓ;11282;1968;2023-06-19 19:56:40
2022;Governador;CHUPINGUAIA;14686;4476;2023-06-19 19:56:40
2022;Governador;CHUVISCA;8462;1086;2023-06-19 19:56:40
2022;Governador;CHUÍ;9127;2546;2023-06-19 19:56:40
2022;Governador;CHÁCARA;3612;543;2023-06-19 19:56:40
2022;Governador;CHÃ DE ALEGRIA;22069;3558;2023-06-19 19:56:40
2022;Governador;CHÃ GRANDE;37735;6467;2023-06-19 19:56:40
2022;Governador;CHÃ PRETA;12179;3174;2023-06-19 19:56:40
2022;Governador;CIANORTE;57792;12172;2023-06-19 19:56:40
2022;Governador;CIDADE GAÚCHA;9287;2237;2023-06-19 19:56:40
2022;Governador;CIDADE OCIDENTAL;43591;8232;2023-06-19 19:56:40
2022;Governador;CIDELÂNDIA;11580;3065;2023-06-19 19:56:40
2022;Governador;CIDREIRA;22448;6106;2023-06-19 19:56:40
2022;Governador;CIPOTÂNEA;5783;1852;2023-06-19 19:56:40
2022;Governador;CIPÓ;28750;7369;2023-06-19 19:56:40
2022;Governador;CIRÍACO;7376;966;2023-06-19 19:56:40
2022;Governador;CLARAVAL;4576;913;2023-06-19 19:56:40
2022;Governador;CLARO DOS POÇÕES;7468;1585;2023-06-19 19:56:40
2022;Governador;CLEMENTINA;11045;2246;2023-06-19 19:56:40
2022;Governador;CLEVELÂNDIA;13106;2868;2023-06-19 19:56:40
2022;Governador;CLÁUDIA;8153;1860;2023-06-19 19:56:40
2022;Governador;CLÁUDIO;21769;3877;2023-06-19 19:56:40
2022;Governador;COARACI;33734;9675;2023-06-19 19:56:40
2022;Governador;COARI;103038;33053;2023-06-19 19:56:40
2022;Governador;COCAL;21109;3732;2023-06-19 19:56:40
2022;Governador;COCAL DE TELHA;4513;1047;2023-06-19 19:56:40
2022;Governador;COCAL DO SUL;28681;5562;2023-06-19 19:56:40
2022;Governador;COCAL DOS ALVES;5403;1023;2023-06-19 19:56:40
2022;Governador;COCALINHO;4815;1584;2023-06-19 19:56:40
2022;Governador;COCALZINHO DE GOIÁS;15902;3647;2023-06-19 19:56:40
2022;Governador;COCOS;31420;7121;2023-06-19 19:56:40
2022;Governador;CODAJÁS;32925;9965;2023-06-19 19:56:40
2022;Governador;CODÓ;78470;20255;2023-06-19 19:56:40
2022;Governador;COELHO NETO;32118;7368;2023-06-19 19:56:40
2022;Governador;COIMBRA;6326;1039;2023-06-19 19:56:40
2022;Governador;COITÉ DO NÓIA;17794;4013;2023-06-19 19:56:40
2022;Governador;COIVARAS;5037;541;2023-06-19 19:56:40
2022;Governador;COLARES;11433;2252;2023-06-19 19:56:40
2022;Governador;COLATINA;185075;39977;2023-06-19 19:56:40
2022;Governador;COLINA;30017;7516;2023-06-19 19:56:40
2022;Governador;COLINAS;31718;6440;2023-06-19 19:56:40
2022;Governador;COLINAS DO SUL;3437;898;2023-06-19 19:56:40
2022;Governador;COLINAS DO TOCANTINS;23052;4601;2023-06-19 19:56:40
2022;Governador;COLMÉIA;6381;1197;2023-06-19 19:56:40
2022;Governador;COLNIZA;17699;5259;2023-06-19 19:56:40
2022;Governador;COLOMBO;155994;28940;2023-06-19 19:56:40
2022;Governador;COLORADO;25350;5392;2023-06-19 19:56:40
2022;Governador;COLORADO DO OESTE;27484;7266;2023-06-19 19:56:40
2022;Governador;COLUNA;6834;2053;2023-06-19 19:56:40
2022;Governador;COLÍDER;24009;6004;2023-06-19 19:56:40
2022;Governador;COLÔMBIA;11660;3056;2023-06-19 19:56:40
2022;Governador;COLÔNIA DO GURGUÉIA;5150;953;2023-06-19 19:56:40
2022;Governador;COLÔNIA DO PIAUÍ;6242;1466;2023-06-19 19:56:40
2022;Governador;COLÔNIA LEOPOLDINA;29690;8531;2023-06-19 19:56:40
2022;Governador;COMBINADO;3666;663;2023-06-19 19:56:40
2022;Governador;COMENDADOR GOMES;2821;723;2023-06-19 19:56:40
2022;Governador;COMENDADOR LEVY GASPARIAN;8098;1321;2023-06-19 19:56:40
2022;Governador;COMERCINHO;6777;2094;2023-06-19 19:56:40
2022;Governador;COMODORO;14229;4122;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO;28882;5895;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DA APARECIDA;8060;1636;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DA BARRA;47323;14064;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DA BARRA DE MINAS;3688;615;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DA FEIRA;35170;6386;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DAS ALAGOAS;19610;4483;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DAS PEDRAS;2696;519;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DE IPANEMA;4201;907;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DE MACABU;17814;4034;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DO ALMEIDA;30640;6295;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DO ARAGUAIA;33346;8716;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DO CANINDÉ;4595;750;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DO CASTELO;20610;5206;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DO COITÉ;108561;19498;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DO JACUÍPE;53563;9719;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DO LAGO-AÇU;11946;3100;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DO MATO DENTRO;18089;4807;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DO PARÁ;5111;1091;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DO RIO VERDE;10382;2400;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DO TOCANTINS;3314;822;2023-06-19 19:56:40
2022;Governador;CONCEIÇÃO DOS OUROS;8612;1282;2023-06-19 19:56:40
2022;Governador;CONCHAL;44114;8497;2023-06-19 19:56:40
2022;Governador;CONCHAS;27522;7664;2023-06-19 19:56:40
2022;Governador;CONCÓRDIA;119013;20843;2023-06-19 19:56:40
2022;Governador;CONCÓRDIA DO PARÁ;23893;4722;2023-06-19 19:56:40
2022;Governador;CONDADO;52624;11650;2023-06-19 19:56:40
2022;Governador;CONDE;83707;17200;2023-06-19 19:56:40
2022;Governador;CONDEÚBA;31777;8915;2023-06-19 19:56:40
2022;Governador;CONDOR;11774;2243;2023-06-19 19:56:40
2022;Governador;CONFINS;6588;1025;2023-06-19 19:56:40
2022;Governador;CONFRESA;22053;5896;2023-06-19 19:56:40
2022;Governador;CONGO;10163;1447;2023-06-19 19:56:40
2022;Governador;CONGONHAL;9324;1683;2023-06-19 19:56:40
2022;Governador;CONGONHAS;42137;7025;2023-06-19 19:56:40
2022;Governador;CONGONHAS DO NORTE;4227;1266;2023-06-19 19:56:40
2022;Governador;CONGONHINHAS;6576;1416;2023-06-19 19:56:40
2022;Governador;CONQUISTA;5418;1021;2023-06-19 19:56:40
2022;Governador;CONQUISTA D'OESTE;3024;861;2023-06-19 19:56:40
2022;Governador;CONSELHEIRO LAFAIETE;97135;16018;2023-06-19 19:56:40
2022;Governador;CONSELHEIRO MAIRINCK;2980;590;2023-06-19 19:56:40
2022;Governador;CONSELHEIRO PENA;16850;5061;2023-06-19 19:56:40
2022;Governador;CONSOLAÇÃO;1923;502;2023-06-19 19:56:40
2022;Governador;CONSTANTINA;16469;2706;2023-06-19 19:56:40
2022;Governador;CONTAGEM;452222;73042;2023-06-19 19:56:40
2022;Governador;CONTENDA;12822;2126;2023-06-19 19:56:40
2022;Governador;CONTENDAS DO SINCORÁ;8606;1738;2023-06-19 19:56:40
2022;Governador;COQUEIRAL;7725;1750;2023-06-19 19:56:40
2022;Governador;COQUEIRO BAIXO;2759;439;2023-06-19 19:56:40
2022;Governador;COQUEIRO SECO;10026;1798;2023-06-19 19:56:40
2022;Governador;COQUEIROS DO SUL;4666;633;2023-06-19 19:56:40
2022;Governador;CORAÇÃO DE JESUS;21210;5624;2023-06-19 19:56:40
2022;Governador;CORAÇÃO DE MARIA;44590;9071;2023-06-19 19:56:40
2022;Governador;CORBÉLIA;14334;2933;2023-06-19 19:56:40
2022;Governador;CORDEIRO;17190;3505;2023-06-19 19:56:40
2022;Governador;CORDEIROS;14670;4262;2023-06-19 19:56:40
2022;Governador;CORDEIRÓPOLIS;39671;8002;2023-06-19 19:56:40
2022;Governador;CORDILHEIRA ALTA;8018;1122;2023-06-19 19:56:40
2022;Governador;CORDISBURGO;7188;1569;2023-06-19 19:56:40
2022;Governador;CORDISLÂNDIA;2729;581;2023-06-19 19:56:40
2022;Governador;COREAÚ;19339;3790;2023-06-19 19:56:40
2022;Governador;COREMAS;24239;5457;2023-06-19 19:56:40
2022;Governador;CORGUINHO;8061;2043;2023-06-19 19:56:40
2022;Governador;CORIBE;24824;5670;2023-06-19 19:56:40
2022;Governador;CORINTO;20020;5963;2023-06-19 19:56:40
2022;Governador;CORNÉLIO PROCÓPIO;35481;7042;2023-06-19 19:56:40
2022;Governador;COROACI;7624;1825;2023-06-19 19:56:40
2022;Governador;COROADOS;8359;1640;2023-06-19 19:56:40
2022;Governador;COROATÁ;44758;11673;2023-06-19 19:56:40
2022;Governador;COROMANDEL;24081;5642;2023-06-19 19:56:40
2022;Governador;CORONEL BARROS;5101;665;2023-06-19 19:56:40
2022;Governador;CORONEL BICACO;12024;2321;2023-06-19 19:56:40
2022;Governador;CORONEL DOMINGOS SOARES;5081;1084;2023-06-19 19:56:40
2022;Governador;CORONEL EZEQUIEL;4753;1079;2023-06-19 19:56:40
2022;Governador;CORONEL FABRICIANO;81620;19645;2023-06-19 19:56:40
2022;Governador;CORONEL FREITAS;16294;2381;2023-06-19 19:56:40
2022;Governador;CORONEL JOSÉ DIAS;4717;606;2023-06-19 19:56:40
2022;Governador;CORONEL JOÃO PESSOA;4010;760;2023-06-19 19:56:40
2022;Governador;CORONEL JOÃO SÁ;27718;4990;2023-06-19 19:56:40
2022;Governador;CORONEL MACEDO;7662;1415;2023-06-19 19:56:40
2022;Governador;CORONEL MARTINS;3934;508;2023-06-19 19:56:40
2022;Governador;CORONEL MURTA;7155;1794;2023-06-19 19:56:40
2022;Governador;CORONEL PACHECO;2857;507;2023-06-19 19:56:40
2022;Governador;CORONEL PILAR;3024;458;2023-06-19 19:56:40
2022;Governador;CORONEL SAPUCAIA;23378;5066;2023-06-19 19:56:40
2022;Governador;CORONEL VIVIDA;17412;3136;2023-06-19 19:56:40
2022;Governador;CORONEL XAVIER CHAVES;2942;515;2023-06-19 19:56:40
2022;Governador;CORREIA PINTO;23732;3766;2023-06-19 19:56:40
2022;Governador;CORRENTE;20211;4240;2023-06-19 19:56:40
2022;Governador;CORRENTES;27698;8234;2023-06-19 19:56:40
2022;Governador;CORRENTINA;56237;14394;2023-06-19 19:56:40
2022;Governador;CORTÊS;21768;4909;2023-06-19 19:56:40
2022;Governador;CORUMBATAÍ;7032;1513;2023-06-19 19:56:40
2022;Governador;CORUMBATAÍ DO SUL;3583;773;2023-06-19 19:56:40
2022;Governador;CORUMBAÍBA;6840;1546;2023-06-19 19:56:40
2022;Governador;CORUMBIARA;11242;2474;2023-06-19 19:56:40
2022;Governador;CORUMBÁ;141348;37109;2023-06-19 19:56:40
2022;Governador;CORUMBÁ DE GOIÁS;7521;1747;2023-06-19 19:56:40
2022;Governador;CORUPÁ;22917;2859;2023-06-19 19:56:40
2022;Governador;CORURIPE;80300;20297;2023-06-19 19:56:40
2022;Governador;COSMORAMA;14254;2963;2023-06-19 19:56:40
2022;Governador;COSMÓPOLIS;92844;20894;2023-06-19 19:56:40
2022;Governador;COSTA MARQUES;19016;5310;2023-06-19 19:56:40
2022;Governador;COSTA RICA;45032;12841;2023-06-19 19:56:40
2022;Governador;COTEGIPE;23853;5835;2023-06-19 19:56:40
2022;Governador;COTIA;369828;71389;2023-06-19 19:56:40
2022;Governador;COTIPORÃ;7008;934;2023-06-19 19:56:40
2022;Governador;COTRIGUAÇU;8506;2307;2023-06-19 19:56:40
2022;Governador;COUTO DE MAGALHÃES DE MINAS;3838;1094;2023-06-19 19:56:40
2022;Governador;COUTO MAGALHÃES;4293;860;2023-06-19 19:56:40
2022;Governador;COXILHA;5327;726;2023-06-19 19:56:40
2022;Governador;COXIM;52229;13960;2023-06-19 19:56:40
2022;Governador;COXIXOLA;3785;582;2023-06-19 19:56:40
2022;Governador;CRATEÚS;57346;10875;2023-06-19 19:56:40
2022;Governador;CRATO;92567;12571;2023-06-19 19:56:40
2022;Governador;CRAVINHOS;54635;13003;2023-06-19 19:56:40
2022;Governador;CRAVOLÂNDIA;8736;2424;2023-06-19 19:56:40
2022;Governador;CRAÍBAS;38620;7568;2023-06-19 19:56:40
2022;Governador;CRICIÚMA;304543;60645;2023-06-19 19:56:40
2022;Governador;CRISSIUMAL;21489;3948;2023-06-19 19:56:40
2022;Governador;CRISTAIS;8400;1733;2023-06-19 19:56:40
2022;Governador;CRISTAIS PAULISTA;14906;3248;2023-06-19 19:56:40
2022;Governador;CRISTAL;12692;2551;2023-06-19 19:56:40
2022;Governador;CRISTAL DO SUL;5004;718;2023-06-19 19:56:40
2022;Governador;CRISTALINA;35469;8659;2023-06-19 19:56:40
2022;Governador;CRISTALÂNDIA;5358;1022;2023-06-19 19:56:40
2022;Governador;CRISTALÂNDIA DO PIAUÍ;5406;1008;2023-06-19 19:56:40
2022;Governador;CRISTIANO OTONI;4425;761;2023-06-19 19:56:40
2022;Governador;CRISTIANÓPOLIS;3889;946;2023-06-19 19:56:40
2022;Governador;CRISTINA;8226;1894;2023-06-19 19:56:40
2022;Governador;CRISTINO CASTRO;7709;1488;2023-06-19 19:56:40
2022;Governador;CRISTINÁPOLIS;28148;6779;2023-06-19 19:56:40
2022;Governador;CRISTÁLIA;5134;1516;2023-06-19 19:56:40
2022;Governador;CRISTÓPOLIS;25110;5832;2023-06-19 19:56:40
2022;Governador;CRISÓLITA;4798;1418;2023-06-19 19:56:40
2022;Governador;CRISÓPOLIS;35585;10625;2023-06-19 19:56:40
2022;Governador;CRIXÁS;12522;3127;2023-06-19 19:56:40
2022;Governador;CRIXÁS DO TOCANTINS;1599;275;2023-06-19 19:56:40
2022;Governador;CROATÁ;14486;3337;2023-06-19 19:56:40
2022;Governador;CROMÍNIA;3666;613;2023-06-19 19:56:40
2022;Governador;CRUCILÂNDIA;5388;1187;2023-06-19 19:56:40
2022;Governador;CRUZ;21398;3956;2023-06-19 19:56:40
2022;Governador;CRUZ ALTA;94856;21218;2023-06-19 19:56:40
2022;Governador;CRUZ DAS ALMAS;94882;13823;2023-06-19 19:56:40
2022;Governador;CRUZ DO ESPÍRITO SANTO;31797;4686;2023-06-19 19:56:40
2022;Governador;CRUZ MACHADO;13616;2368;2023-06-19 19:56:40
2022;Governador;CRUZALTENSE;3974;505;2023-06-19 19:56:40
2022;Governador;CRUZEIRO;120413;27216;2023-06-19 19:56:40
2022;Governador;CRUZEIRO DA FORTALEZA;3896;721;2023-06-19 19:56:40
2022;Governador;CRUZEIRO DO IGUAÇU;3618;634;2023-06-19 19:56:40
2022;Governador;CRUZEIRO DO OESTE;17314;4295;2023-06-19 19:56:40
2022;Governador;CRUZEIRO DO SUL;82111;16000;2023-06-19 19:56:40
2022;Governador;CRUZETA;6773;1316;2023-06-19 19:56:40
2022;Governador;CRUZMALTINA;2832;660;2023-06-19 19:56:40
2022;Governador;CRUZÁLIA;4026;710;2023-06-19 19:56:40
2022;Governador;CRUZÍLIA;12960;2904;2023-06-19 19:56:40
2022;Governador;CUBATI;12964;2266;2023-06-19 19:56:40
2022;Governador;CUBATÃO;188453;40260;2023-06-19 19:56:40
2022;Governador;CUIABÁ;426764;69038;2023-06-19 19:56:40
2022;Governador;CUITEGI;11590;2455;2023-06-19 19:56:40
2022;Governador;CUITÉ;33851;6687;2023-06-19 19:56:40
2022;Governador;CUITÉ DE MAMANGUAPE;14126;3058;2023-06-19 19:56:40
2022;Governador;CUJUBIM;22239;6588;2023-06-19 19:56:40
2022;Governador;CUMARI;2571;598;2023-06-19 19:56:40
2022;Governador;CUMARU;30630;7059;2023-06-19 19:56:40
2022;Governador;CUMARU DO NORTE;7166;1752;2023-06-19 19:56:40
2022;Governador;CUMBE;8567;1376;2023-06-19 19:56:40
2022;Governador;CUNHA;34837;6302;2023-06-19 19:56:40
2022;Governador;CUNHA PORÃ;17089;1953;2023-06-19 19:56:40
2022;Governador;CUNHATAÍ;3522;419;2023-06-19 19:56:40
2022;Governador;CUPARAQUE;4253;1399;2023-06-19 19:56:40
2022;Governador;CUPIRA;39240;7481;2023-06-19 19:56:40
2022;Governador;CURAÇÁ;53170;11278;2023-06-19 19:56:40
2022;Governador;CURIMATÁ;8715;1660;2023-06-19 19:56:40
2022;Governador;CURIONÓPOLIS;17455;4780;2023-06-19 19:56:40
2022;Governador;CURITIBA;1411645;262059;2023-06-19 19:56:40
2022;Governador;CURITIBANOS;62823;14309;2023-06-19 19:56:40
2022;Governador;CURIÚVA;10791;2604;2023-06-19 19:56:40
2022;Governador;CURRAIS;5146;761;2023-06-19 19:56:40
2022;Governador;CURRAIS NOVOS;31640;6370;2023-06-19 19:56:40
2022;Governador;CURRAL DE CIMA;11442;2279;2023-06-19 19:56:40
2022;Governador;CURRAL DE DENTRO;6363;1718;2023-06-19 19:56:40
2022;Governador;CURRAL NOVO DO PIAUÍ;4549;671;2023-06-19 19:56:40
2022;Governador;CURRAL VELHO;4684;1043;2023-06-19 19:56:40
2022;Governador;CURRALINHO;23419;4858;2023-06-19 19:56:40
2022;Governador;CURRALINHOS;4804;710;2023-06-19 19:56:40
2022;Governador;CURURUPU;27549;7836;2023-06-19 19:56:40
2022;Governador;CURUÁ;10427;1599;2023-06-19 19:56:40
2022;Governador;CURUÇÁ;33587;7101;2023-06-19 19:56:40
2022;Governador;CURVELO;60042;14117;2023-06-19 19:56:40
2022;Governador;CURVELÂNDIA;4336;940;2023-06-19 19:56:40
2022;Governador;CUSTÓDIA;57010;13944;2023-06-19 19:56:40
2022;Governador;CUTIAS;5033;892;2023-06-19 19:56:40
2022;Governador;CÁCERES;65852;18276;2023-06-19 19:56:40
2022;Governador;CÁSSIA;14325;3868;2023-06-19 19:56:40
2022;Governador;CÁSSIA DOS COQUEIROS;5626;1465;2023-06-19 19:56:40
2022;Governador;CÂNDIDO DE ABREU;11639;2420;2023-06-19 19:56:40
2022;Governador;CÂNDIDO GODÓI;11053;1060;2023-06-19 19:56:40
2022;Governador;CÂNDIDO MENDES;16478;4642;2023-06-19 19:56:40
2022;Governador;CÂNDIDO MOTA;49381;11765;2023-06-19 19:56:40
2022;Governador;CÂNDIDO RODRIGUES;5146;1102;2023-06-19 19:56:40
2022;Governador;CÂNDIDO SALES;40252;9359;2023-06-19 19:56:40
2022;Governador;CÉU AZUL;9008;1823;2023-06-19 19:56:40
2022;Governador;CÍCERO DANTAS;53531;12775;2023-06-19 19:56:40
2022;Governador;CÓRREGO DANTA;3048;769;2023-06-19 19:56:40
2022;Governador;CÓRREGO DO BOM JESUS;4122;869;2023-06-19 19:56:40
2022;Governador;CÓRREGO DO OURO;2954;605;2023-06-19 19:56:40
2022;Governador;CÓRREGO FUNDO;5251;958;2023-06-19 19:56:40
2022;Governador;CÓRREGO NOVO;3524;849;2023-06-19 19:56:40
2022;Governador;CÔNEGO MARINHO;6167;1714;2023-06-19 19:56:40
2022;Governador;DAMIANÓPOLIS;3787;961;2023-06-19 19:56:40
2022;Governador;DAMIÃO;9084;1978;2023-06-19 19:56:40
2022;Governador;DAMOLÂNDIA;3455;655;2023-06-19 19:56:40
2022;Governador;DARCINÓPOLIS;4105;802;2023-06-19 19:56:40
2022;Governador;DATAS;4990;1267;2023-06-19 19:56:40
2022;Governador;DAVID CANABARRO;7965;1043;2023-06-19 19:56:40
2022;Governador;DAVINÓPOLIS;15864;4139;2023-06-19 19:56:40
2022;Governador;DELFIM MOREIRA;6720;1392;2023-06-19 19:56:40
2022;Governador;DELFINÓPOLIS;6182;1610;2023-06-19 19:56:40
2022;Governador;DELMIRO GOUVEIA;78001;19185;2023-06-19 19:56:40
2022;Governador;DELTA;6870;1527;2023-06-19 19:56:40
2022;Governador;DEMERVAL LOBÃO;12131;2026;2023-06-19 19:56:40
2022;Governador;DENISE;5629;1117;2023-06-19 19:56:40
2022;Governador;DEODÁPOLIS;20807;4620;2023-06-19 19:56:40
2022;Governador;DEPUTADO IRAPUAN PINHEIRO;7451;1471;2023-06-19 19:56:40
2022;Governador;DERRUBADAS;5491;1018;2023-06-19 19:56:40
2022;Governador;DESCALVADO;50405;11324;2023-06-19 19:56:40
2022;Governador;DESCANSO;14030;2071;2023-06-19 19:56:40
2022;Governador;DESCOBERTO;4463;879;2023-06-19 19:56:40
2022;Governador;DESTERRO;14721;3065;2023-06-19 19:56:40
2022;Governador;DESTERRO DE ENTRE RIOS;6125;1142;2023-06-19 19:56:40
2022;Governador;DESTERRO DO MELO;3546;506;2023-06-19 19:56:40
2022;Governador;DEZESSEIS DE NOVEMBRO;5124;967;2023-06-19 19:56:40
2022;Governador;DIADEMA;677867;133013;2023-06-19 19:56:40
2022;Governador;DIAMANTE;11211;2902;2023-06-19 19:56:40
2022;Governador;DIAMANTE D'OESTE;3805;802;2023-06-19 19:56:40
2022;Governador;DIAMANTE DO NORTE;4556;1085;2023-06-19 19:56:40
2022;Governador;DIAMANTE DO SUL;3240;750;2023-06-19 19:56:40
2022;Governador;DIAMANTINA;37877;9429;2023-06-19 19:56:40
2022;Governador;DIAMANTINO;16347;3901;2023-06-19 19:56:40
2022;Governador;DIANÓPOLIS;12695;2553;2023-06-19 19:56:40
2022;Governador;DIAS D'ÁVILA;107388;22588;2023-06-19 19:56:40
2022;Governador;DILERMANDO DE AGUIAR;6128;1228;2023-06-19 19:56:40
2022;Governador;DIOGO DE VASCONCELOS;3752;761;2023-06-19 19:56:40
2022;Governador;DIONÍSIO;6934;2034;2023-06-19 19:56:40
2022;Governador;DIONÍSIO CERQUEIRA;23298;5845;2023-06-19 19:56:40
2022;Governador;DIORAMA;2289;436;2023-06-19 19:56:40
2022;Governador;DIRCE REIS;3252;676;2023-06-19 19:56:40
2022;Governador;DIRCEU ARCOVERDE;5957;1020;2023-06-19 19:56:40
2022;Governador;DIVINA PASTORA;8069;1669;2023-06-19 19:56:40
2022;Governador;DIVINO;15860;4071;2023-06-19 19:56:40
2022;Governador;DIVINO DAS LARANJEIRAS;4687;1501;2023-06-19 19:56:40
2022;Governador;DIVINO DE SÃO LOURENÇO;8606;1683;2023-06-19 19:56:40
2022;Governador;DIVINOLÂNDIA;19046;3429;2023-06-19 19:56:40
2022;Governador;DIVINOLÂNDIA DE MINAS;6435;2199;2023-06-19 19:56:40
2022;Governador;DIVINÉSIA;4519;865;2023-06-19 19:56:40
2022;Governador;DIVINÓPOLIS;170449;30023;2023-06-19 19:56:40
2022;Governador;DIVINÓPOLIS DE GOIÁS;4792;1219;2023-06-19 19:56:40
