Ano de eleição;Cargo;Município;Quantidade de aptos;Quantidade de abstenções;Data de carga
2022;Deputado Estadual;SÍTIO DO QUINTO;10208;2541;2023-06-19 19:56:40
2022;Deputado Estadual;SÍTIO NOVO;18305;2902;2023-06-19 19:56:40
2022;Deputado Estadual;SÍTIO NOVO DO TOCANTINS;7671;1326;2023-06-19 19:56:40
2022;Deputado Estadual;TABAPORÃ;7058;1993;2023-06-19 19:56:40
2022;Deputado Estadual;TABAPUÃ;9265;1960;2023-06-19 19:56:40
2022;Deputado Estadual;TABATINGA;48490;12250;2023-06-19 19:56:40
2022;Deputado Estadual;TABAÍ;3861;601;2023-06-19 19:56:40
2022;Deputado Estadual;TABIRA;20484;4072;2023-06-19 19:56:40
2022;Deputado Estadual;TABOCAS DO BREJO VELHO;11024;2969;2023-06-19 19:56:40
2022;Deputado Estadual;TABOCÃO;3061;618;2023-06-19 19:56:40
2022;Deputado Estadual;TABOLEIRO GRANDE;2782;373;2023-06-19 19:56:40
2022;Deputado Estadual;TABOÃO DA SERRA;223611;45164;2023-06-19 19:56:40
2022;Deputado Estadual;TABULEIRO;4228;1010;2023-06-19 19:56:40
2022;Deputado Estadual;TABULEIRO DO NORTE;25943;5727;2023-06-19 19:56:40
2022;Deputado Estadual;TACAIMBÓ;10332;1875;2023-06-19 19:56:40
2022;Deputado Estadual;TACARATU;17189;3666;2023-06-19 19:56:40
2022;Deputado Estadual;TACIBA;4941;790;2023-06-19 19:56:40
2022;Deputado Estadual;TACIMA;7454;1495;2023-06-19 19:56:40
2022;Deputado Estadual;TACURU;6701;1806;2023-06-19 19:56:40
2022;Deputado Estadual;TAGUATINGA;10405;2231;2023-06-19 19:56:40
2022;Deputado Estadual;TAGUAÍ;9229;1939;2023-06-19 19:56:40
2022;Deputado Estadual;TAIAÇU;4819;1145;2023-06-19 19:56:40
2022;Deputado Estadual;TAILÂNDIA;52834;12529;2023-06-19 19:56:40
2022;Deputado Estadual;TAIOBEIRAS;26339;6481;2023-06-19 19:56:40
2022;Deputado Estadual;TAIPAS DO TOCANTINS;1930;519;2023-06-19 19:56:40
2022;Deputado Estadual;TAIPU;10158;1577;2023-06-19 19:56:40
2022;Deputado Estadual;TAIÓ;14512;2536;2023-06-19 19:56:40
2022;Deputado Estadual;TAIÚVA;4752;1161;2023-06-19 19:56:40
2022;Deputado Estadual;TALISMÃ;2556;576;2023-06-19 19:56:40
2022;Deputado Estadual;TAMANDARÉ;18259;3607;2023-06-19 19:56:40
2022;Deputado Estadual;TAMARANA;8370;1860;2023-06-19 19:56:40
2022;Deputado Estadual;TAMBAÚ;15922;3272;2023-06-19 19:56:40
2022;Deputado Estadual;TAMBOARA;4082;798;2023-06-19 19:56:40
2022;Deputado Estadual;TAMBORIL;22398;5390;2023-06-19 19:56:40
2022;Deputado Estadual;TAMBORIL DO PIAUÍ;2638;507;2023-06-19 19:56:40
2022;Deputado Estadual;TANABI;20631;4679;2023-06-19 19:56:40
2022;Deputado Estadual;TANGARÁ;18740;3815;2023-06-19 19:56:40
2022;Deputado Estadual;TANGARÁ DA SERRA;72104;19496;2023-06-19 19:56:40
2022;Deputado Estadual;TANGUÁ;25408;4820;2023-06-19 19:56:40
2022;Deputado Estadual;TANHAÇU;17845;3414;2023-06-19 19:56:40
2022;Deputado Estadual;TANQUE D'ARCA;5492;1495;2023-06-19 19:56:40
2022;Deputado Estadual;TANQUE DO PIAUÍ;2417;415;2023-06-19 19:56:40
2022;Deputado Estadual;TANQUE NOVO;14507;2984;2023-06-19 19:56:40
2022;Deputado Estadual;TANQUINHO;7478;1355;2023-06-19 19:56:40
2022;Deputado Estadual;TAPARUBA;3650;833;2023-06-19 19:56:40
2022;Deputado Estadual;TAPAUÁ;14016;4314;2023-06-19 19:56:40
2022;Deputado Estadual;TAPEJARA;29427;5490;2023-06-19 19:56:40
2022;Deputado Estadual;TAPERA;7975;1196;2023-06-19 19:56:40
2022;Deputado Estadual;TAPEROÁ;25284;5838;2023-06-19 19:56:40
2022;Deputado Estadual;TAPES;11422;2258;2023-06-19 19:56:40
2022;Deputado Estadual;TAPIRA;9318;1921;2023-06-19 19:56:40
2022;Deputado Estadual;TAPIRAMUTÁ;11985;3617;2023-06-19 19:56:40
2022;Deputado Estadual;TAPIRATIBA;10468;2525;2023-06-19 19:56:40
2022;Deputado Estadual;TAPIRAÍ;8397;2292;2023-06-19 19:56:40
2022;Deputado Estadual;TAPURAH;9016;2386;2023-06-19 19:56:40
2022;Deputado Estadual;TAQUARA;41935;8522;2023-06-19 19:56:40
2022;Deputado Estadual;TAQUARAL;2298;495;2023-06-19 19:56:40
2022;Deputado Estadual;TAQUARAL DE GOIÁS;4555;1057;2023-06-19 19:56:40
2022;Deputado Estadual;TAQUARANA;14156;3538;2023-06-19 19:56:40
2022;Deputado Estadual;TAQUARAÇU DE MINAS;4754;1062;2023-06-19 19:56:40
2022;Deputado Estadual;TAQUARI;19462;3154;2023-06-19 19:56:40
2022;Deputado Estadual;TAQUARITINGA;40729;10636;2023-06-19 19:56:40
2022;Deputado Estadual;TAQUARITINGA DO NORTE;20661;3199;2023-06-19 19:56:40
2022;Deputado Estadual;TAQUARITUBA;17365;3302;2023-06-19 19:56:40
2022;Deputado Estadual;TAQUARIVAÍ;5031;1136;2023-06-19 19:56:40
2022;Deputado Estadual;TAQUARUSSU;3538;725;2023-06-19 19:56:40
2022;Deputado Estadual;TAQUARUÇU DO SUL;2718;341;2023-06-19 19:56:40
2022;Deputado Estadual;TARABAI;5602;1359;2023-06-19 19:56:40
2022;Deputado Estadual;TARAUACÁ;27613;8311;2023-06-19 19:56:40
2022;Deputado Estadual;TARRAFAS;7737;2053;2023-06-19 19:56:40
2022;Deputado Estadual;TARTARUGALZINHO;10352;2190;2023-06-19 19:56:40
2022;Deputado Estadual;TARUMIRIM;10738;3230;2023-06-19 19:56:40
2022;Deputado Estadual;TARUMÃ;11706;2376;2023-06-19 19:56:40
2022;Deputado Estadual;TASSO FRAGOSO;7097;1569;2023-06-19 19:56:40
2022;Deputado Estadual;TATUÍ;92492;23437;2023-06-19 19:56:40
2022;Deputado Estadual;TAUBATÉ;238627;52877;2023-06-19 19:56:40
2022;Deputado Estadual;TAUÁ;47513;11194;2023-06-19 19:56:40
2022;Deputado Estadual;TAVARES;16031;3853;2023-06-19 19:56:40
2022;Deputado Estadual;TEFÉ;41720;7949;2023-06-19 19:56:40
2022;Deputado Estadual;TEIXEIRA;11635;2221;2023-06-19 19:56:40
2022;Deputado Estadual;TEIXEIRA DE FREITAS;112223;30530;2023-06-19 19:56:40
2022;Deputado Estadual;TEIXEIRA SOARES;7840;1362;2023-06-19 19:56:40
2022;Deputado Estadual;TEIXEIRAS;10535;2184;2023-06-19 19:56:40
2022;Deputado Estadual;TEIXEIRÓPOLIS;4088;1042;2023-06-19 19:56:40
2022;Deputado Estadual;TEJUPÁ;3745;932;2023-06-19 19:56:40
2022;Deputado Estadual;TEJUÇUOCA;14837;2301;2023-06-19 19:56:40
2022;Deputado Estadual;TELHA;3521;534;2023-06-19 19:56:40
2022;Deputado Estadual;TELÊMACO BORBA;50721;8712;2023-06-19 19:56:40
2022;Deputado Estadual;TENENTE ANANIAS;7770;1323;2023-06-19 19:56:40
2022;Deputado Estadual;TENENTE LAURENTINO CRUZ;5077;829;2023-06-19 19:56:40
2022;Deputado Estadual;TENENTE PORTELA;10407;1800;2023-06-19 19:56:40
2022;Deputado Estadual;TENÓRIO;2883;438;2023-06-19 19:56:40
2022;Deputado Estadual;TEODORO SAMPAIO;25252;6465;2023-06-19 19:56:40
2022;Deputado Estadual;TEOFILÂNDIA;18904;5282;2023-06-19 19:56:40
2022;Deputado Estadual;TEOLÂNDIA;11678;2697;2023-06-19 19:56:40
2022;Deputado Estadual;TEOTÔNIO VILELA;30656;9016;2023-06-19 19:56:40
2022;Deputado Estadual;TERENOS;13252;2796;2023-06-19 19:56:40
2022;Deputado Estadual;TERESINA;588510;89789;2023-06-19 19:56:40
2022;Deputado Estadual;TERESINA DE GOIÁS;2714;749;2023-06-19 19:56:40
2022;Deputado Estadual;TERESÓPOLIS;129357;29497;2023-06-19 19:56:40
2022;Deputado Estadual;TEREZINHA;6639;1614;2023-06-19 19:56:40
2022;Deputado Estadual;TEREZÓPOLIS DE GOIÁS;6251;1121;2023-06-19 19:56:40
2022;Deputado Estadual;TERRA ALTA;10790;2250;2023-06-19 19:56:40
2022;Deputado Estadual;TERRA BOA;13310;2647;2023-06-19 19:56:40
2022;Deputado Estadual;TERRA DE AREIA;7604;1425;2023-06-19 19:56:40
2022;Deputado Estadual;TERRA NOVA;18633;3485;2023-06-19 19:56:40
2022;Deputado Estadual;TERRA NOVA DO NORTE;8646;2325;2023-06-19 19:56:40
2022;Deputado Estadual;TERRA RICA;11948;2736;2023-06-19 19:56:40
2022;Deputado Estadual;TERRA ROXA;19484;3559;2023-06-19 19:56:40
2022;Deputado Estadual;TERRA SANTA;14637;3719;2023-06-19 19:56:40
2022;Deputado Estadual;TESOURO;2823;673;2023-06-19 19:56:40
2022;Deputado Estadual;TEUTÔNIA;25027;3813;2023-06-19 19:56:40
2022;Deputado Estadual;TEÓFILO OTONI;106253;29155;2023-06-19 19:56:40
2022;Deputado Estadual;THEOBROMA;8054;2224;2023-06-19 19:56:40
2022;Deputado Estadual;TIANGUÁ;55225;8291;2023-06-19 19:56:40
2022;Deputado Estadual;TIBAGI;14514;3007;2023-06-19 19:56:40
2022;Deputado Estadual;TIBAU;6604;1269;2023-06-19 19:56:40
2022;Deputado Estadual;TIBAU DO SUL;12495;2211;2023-06-19 19:56:40
2022;Deputado Estadual;TIETÊ;30729;7088;2023-06-19 19:56:40
2022;Deputado Estadual;TIGRINHOS;1997;322;2023-06-19 19:56:40
2022;Deputado Estadual;TIJUCAS;31745;6805;2023-06-19 19:56:40
2022;Deputado Estadual;TIJUCAS DO SUL;11972;2086;2023-06-19 19:56:40
2022;Deputado Estadual;TIMBAÚBA;42383;8493;2023-06-19 19:56:40
2022;Deputado Estadual;TIMBAÚBA DOS BATISTAS;2571;408;2023-06-19 19:56:40
2022;Deputado Estadual;TIMBIRAS;20530;5706;2023-06-19 19:56:40
2022;Deputado Estadual;TIMBURI;2411;559;2023-06-19 19:56:40
2022;Deputado Estadual;TIMBÉ DO SUL;4527;790;2023-06-19 19:56:40
2022;Deputado Estadual;TIMBÓ;34112;6058;2023-06-19 19:56:40
2022;Deputado Estadual;TIMBÓ GRANDE;5726;1316;2023-06-19 19:56:40
2022;Deputado Estadual;TIMON;115563;18596;2023-06-19 19:56:40
2022;Deputado Estadual;TIMÓTEO;59677;12503;2023-06-19 19:56:40
2022;Deputado Estadual;TIO HUGO;2526;332;2023-06-19 19:56:40
2022;Deputado Estadual;TIRADENTES;6924;1243;2023-06-19 19:56:40
2022;Deputado Estadual;TIRADENTES DO SUL;4577;875;2023-06-19 19:56:40
2022;Deputado Estadual;TIROS;6246;1854;2023-06-19 19:56:40
2022;Deputado Estadual;TOBIAS BARRETO;40728;7251;2023-06-19 19:56:40
2022;Deputado Estadual;TOCANTINS;13421;2639;2023-06-19 19:56:40
2022;Deputado Estadual;TOCANTINÓPOLIS;15700;2658;2023-06-19 19:56:40
2022;Deputado Estadual;TOCANTÍNIA;4866;766;2023-06-19 19:56:40
2022;Deputado Estadual;TOCOS DO MOJI;3969;631;2023-06-19 19:56:40
2022;Deputado Estadual;TOLEDO;110579;20205;2023-06-19 19:56:40
2022;Deputado Estadual;TOMAR DO GERU;9874;2310;2023-06-19 19:56:40
2022;Deputado Estadual;TOMAZINA;6473;1289;2023-06-19 19:56:40
2022;Deputado Estadual;TOMBOS;7194;1643;2023-06-19 19:56:40
2022;Deputado Estadual;TOMÉ-AÇU;52210;12689;2023-06-19 19:56:40
2022;Deputado Estadual;TONANTINS;10552;2453;2023-06-19 19:56:40
2022;Deputado Estadual;TORITAMA;32436;4941;2023-06-19 19:56:40
2022;Deputado Estadual;TORIXORÉU;3429;728;2023-06-19 19:56:40
2022;Deputado Estadual;TOROPI;2676;391;2023-06-19 19:56:40
2022;Deputado Estadual;TORRE DE PEDRA;2586;654;2023-06-19 19:56:40
2022;Deputado Estadual;TORRES;31449;7183;2023-06-19 19:56:40
2022;Deputado Estadual;TORRINHA;7367;1668;2023-06-19 19:56:40
2022;Deputado Estadual;TOUROS;26017;4571;2023-06-19 19:56:40
2022;Deputado Estadual;TRABIJU;1585;306;2023-06-19 19:56:40
2022;Deputado Estadual;TRACUATEUA;24332;4920;2023-06-19 19:56:40
2022;Deputado Estadual;TRACUNHAÉM;11144;1796;2023-06-19 19:56:40
2022;Deputado Estadual;TRAIPU;18318;4764;2023-06-19 19:56:40
2022;Deputado Estadual;TRAIRI;45158;7263;2023-06-19 19:56:40
2022;Deputado Estadual;TRAIRÃO;11893;3324;2023-06-19 19:56:40
2022;Deputado Estadual;TRAJANO DE MORAES;8733;1607;2023-06-19 19:56:40
2022;Deputado Estadual;TRAMANDAÍ;37291;10014;2023-06-19 19:56:40
2022;Deputado Estadual;TRAVESSEIRO;1960;235;2023-06-19 19:56:40
2022;Deputado Estadual;TREMEDAL;16482;5230;2023-06-19 19:56:40
2022;Deputado Estadual;TREMEMBÉ;30319;6612;2023-06-19 19:56:40
2022;Deputado Estadual;TREVISO;3991;738;2023-06-19 19:56:40
2022;Deputado Estadual;TREZE DE MAIO;6584;984;2023-06-19 19:56:40
2022;Deputado Estadual;TREZE TÍLIAS;6148;963;2023-06-19 19:56:40
2022;Deputado Estadual;TRINDADE;112284;25175;2023-06-19 19:56:40
2022;Deputado Estadual;TRINDADE DO SUL;5123;813;2023-06-19 19:56:40
2022;Deputado Estadual;TRIUNFO;40784;7973;2023-06-19 19:56:40
2022;Deputado Estadual;TRIUNFO POTIGUAR;3990;632;2023-06-19 19:56:40
2022;Deputado Estadual;TRIZIDELA DO VALE;16617;3292;2023-06-19 19:56:40
2022;Deputado Estadual;TROMBAS;2997;768;2023-06-19 19:56:40
2022;Deputado Estadual;TROMBUDO CENTRAL;5229;825;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS ARROIOS;2456;363;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS BARRAS;14930;3256;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS BARRAS DO PARANÁ;9174;1686;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS CACHOEIRAS;7869;1042;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS CORAÇÕES;56992;12534;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS COROAS;17502;2615;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS DE MAIO;17902;2489;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS FORQUILHAS;2874;483;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS FRONTEIRAS;5142;1339;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS LAGOAS;87941;22212;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS MARIAS;24233;6067;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS PALMEIRAS;3883;598;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS PASSOS;18422;2764;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS PONTAS;45139;8897;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS RANCHOS;3592;791;2023-06-19 19:56:40
2022;Deputado Estadual;TRÊS RIOS;63070;13681;2023-06-19 19:56:40
2022;Deputado Estadual;TUBARÃO;80916;16108;2023-06-19 19:56:40
2022;Deputado Estadual;TUCANO;39479;8002;2023-06-19 19:56:40
2022;Deputado Estadual;TUCUMÃ;28536;8184;2023-06-19 19:56:40
2022;Deputado Estadual;TUCUNDUVA;4756;711;2023-06-19 19:56:40
2022;Deputado Estadual;TUCURUÍ;75261;19982;2023-06-19 19:56:40
2022;Deputado Estadual;TUFILÂNDIA;5943;1494;2023-06-19 19:56:40
2022;Deputado Estadual;TUIUTI;5506;1281;2023-06-19 19:56:40
2022;Deputado Estadual;TUMIRITINGA;5480;1624;2023-06-19 19:56:40
2022;Deputado Estadual;TUNAS;3343;567;2023-06-19 19:56:40
2022;Deputado Estadual;TUNAS DO PARANÁ;5266;1109;2023-06-19 19:56:40
2022;Deputado Estadual;TUNEIRAS DO OESTE;6919;1687;2023-06-19 19:56:40
2022;Deputado Estadual;TUNTUM;26958;5480;2023-06-19 19:56:40
2022;Deputado Estadual;TUNÁPOLIS;4028;595;2023-06-19 19:56:40
2022;Deputado Estadual;TUPACIGUARA;20217;4737;2023-06-19 19:56:40
2022;Deputado Estadual;TUPANATINGA;18348;5879;2023-06-19 19:56:40
2022;Deputado Estadual;TUPANCI DO SUL;1461;251;2023-06-19 19:56:40
2022;Deputado Estadual;TUPANCIRETÃ;16276;3273;2023-06-19 19:56:40
2022;Deputado Estadual;TUPANDI;4238;504;2023-06-19 19:56:40
2022;Deputado Estadual;TUPARENDI;7107;1170;2023-06-19 19:56:40
2022;Deputado Estadual;TUPARETAMA;8062;1630;2023-06-19 19:56:40
2022;Deputado Estadual;TUPI PAULISTA;11448;2730;2023-06-19 19:56:40
2022;Deputado Estadual;TUPIRAMA;1886;346;2023-06-19 19:56:40
2022;Deputado Estadual;TUPIRATINS;1840;412;2023-06-19 19:56:40
2022;Deputado Estadual;TUPÃ;50476;13046;2023-06-19 19:56:40
2022;Deputado Estadual;TUPÃSSI;5988;831;2023-06-19 19:56:40
2022;Deputado Estadual;TURIAÇU;29027;7787;2023-06-19 19:56:40
2022;Deputado Estadual;TURILÂNDIA;16604;5558;2023-06-19 19:56:40
2022;Deputado Estadual;TURIÚBA;1685;397;2023-06-19 19:56:40
2022;Deputado Estadual;TURMALINA;17680;4029;2023-06-19 19:56:40
2022;Deputado Estadual;TURURU;14282;2137;2023-06-19 19:56:40
2022;Deputado Estadual;TURUÇU;3402;615;2023-06-19 19:56:40
2022;Deputado Estadual;TURVELÂNDIA;4085;910;2023-06-19 19:56:40
2022;Deputado Estadual;TURVO;21553;3448;2023-06-19 19:56:40
2022;Deputado Estadual;TURVOLÂNDIA;4578;977;2023-06-19 19:56:40
2022;Deputado Estadual;TURVÂNIA;4729;977;2023-06-19 19:56:40
2022;Deputado Estadual;TUTÓIA;38985;8511;2023-06-19 19:56:40
2022;Deputado Estadual;UARINI;8897;2198;2023-06-19 19:56:40
2022;Deputado Estadual;UAUÁ;22530;5421;2023-06-19 19:56:40
2022;Deputado Estadual;UBAITABA;14261;3612;2023-06-19 19:56:40
2022;Deputado Estadual;UBAJARA;25086;4292;2023-06-19 19:56:40
2022;Deputado Estadual;UBAPORANGA;10455;2531;2023-06-19 19:56:40
2022;Deputado Estadual;UBARANA;4636;1136;2023-06-19 19:56:40
2022;Deputado Estadual;UBATUBA;75890;19766;2023-06-19 19:56:40
2022;Deputado Estadual;UBATÃ;11942;2663;2023-06-19 19:56:40
2022;Deputado Estadual;UBAÍ;9432;2667;2023-06-19 19:56:40
2022;Deputado Estadual;UBAÍRA;16727;4317;2023-06-19 19:56:40
2022;Deputado Estadual;UBERABA;233256;47395;2023-06-19 19:56:40
2022;Deputado Estadual;UBERLÂNDIA;514613;98848;2023-06-19 19:56:40
2022;Deputado Estadual;UBIRAJARA;4188;1018;2023-06-19 19:56:40
2022;Deputado Estadual;UBIRATÃ;19537;4303;2023-06-19 19:56:40
2022;Deputado Estadual;UBIRETAMA;1864;214;2023-06-19 19:56:40
2022;Deputado Estadual;UBÁ;71751;14508;2023-06-19 19:56:40
2022;Deputado Estadual;UCHOA;8079;1679;2023-06-19 19:56:40
2022;Deputado Estadual;UIBAÍ;12116;2350;2023-06-19 19:56:40
2022;Deputado Estadual;UIRAMUTÃ;6329;793;2023-06-19 19:56:40
2022;Deputado Estadual;UIRAPURU;2660;588;2023-06-19 19:56:40
2022;Deputado Estadual;UIRAÚNA;11962;1969;2023-06-19 19:56:40
2022;Deputado Estadual;ULIANÓPOLIS;19998;5070;2023-06-19 19:56:40
2022;Deputado Estadual;UMARI;6445;1496;2023-06-19 19:56:40
2022;Deputado Estadual;UMARIZAL;8584;1554;2023-06-19 19:56:40
2022;Deputado Estadual;UMBAÚBA;18808;4014;2023-06-19 19:56:40
2022;Deputado Estadual;UMBURANAS;10971;2053;2023-06-19 19:56:40
2022;Deputado Estadual;UMBURATIBA;2645;803;2023-06-19 19:56:40
2022;Deputado Estadual;UMBUZEIRO;6809;1302;2023-06-19 19:56:40
2022;Deputado Estadual;UMIRIM;15231;2770;2023-06-19 19:56:40
2022;Deputado Estadual;UMUARAMA;81316;17127;2023-06-19 19:56:40
2022;Deputado Estadual;UNA;16003;4133;2023-06-19 19:56:40
2022;Deputado Estadual;UNAÍ;63054;15124;2023-06-19 19:56:40
2022;Deputado Estadual;UNIFLOR;2123;337;2023-06-19 19:56:40
2022;Deputado Estadual;UNISTALDA;2637;514;2023-06-19 19:56:40
2022;Deputado Estadual;UNIÃO;35683;5585;2023-06-19 19:56:40
2022;Deputado Estadual;UNIÃO DA SERRA;1505;225;2023-06-19 19:56:40
2022;Deputado Estadual;UNIÃO DA VITÓRIA;40366;8495;2023-06-19 19:56:40
2022;Deputado Estadual;UNIÃO DE MINAS;2989;535;2023-06-19 19:56:40
2022;Deputado Estadual;UNIÃO DO OESTE;2469;343;2023-06-19 19:56:40
2022;Deputado Estadual;UNIÃO DO SUL;3018;763;2023-06-19 19:56:40
2022;Deputado Estadual;UNIÃO DOS PALMARES;46215;11787;2023-06-19 19:56:40
2022;Deputado Estadual;UNIÃO PAULISTA;1614;382;2023-06-19 19:56:40
2022;Deputado Estadual;UPANEMA;11505;1712;2023-06-19 19:56:40
2022;Deputado Estadual;URANDI;13431;3206;2023-06-19 19:56:40
2022;Deputado Estadual;URAÍ;8586;1555;2023-06-19 19:56:40
2022;Deputado Estadual;URBANO SANTOS;23850;4565;2023-06-19 19:56:40
2022;Deputado Estadual;URU;1509;320;2023-06-19 19:56:40
2022;Deputado Estadual;URUANA;10406;2065;2023-06-19 19:56:40
2022;Deputado Estadual;URUANA DE MINAS;3482;922;2023-06-19 19:56:40
2022;Deputado Estadual;URUARÁ;29908;7459;2023-06-19 19:56:40
2022;Deputado Estadual;URUAÇU;29060;6766;2023-06-19 19:56:40
2022;Deputado Estadual;URUBICI;8393;1966;2023-06-19 19:56:40
2022;Deputado Estadual;URUBURETAMA;17469;2670;2023-06-19 19:56:40
2022;Deputado Estadual;URUCARÁ;12254;3267;2023-06-19 19:56:40
2022;Deputado Estadual;URUCUIA;7717;2303;2023-06-19 19:56:40
2022;Deputado Estadual;URUCURITUBA;13184;3409;2023-06-19 19:56:40
2022;Deputado Estadual;URUCÂNIA;8613;1870;2023-06-19 19:56:40
2022;Deputado Estadual;URUGUAIANA;87685;24629;2023-06-19 19:56:40
2022;Deputado Estadual;URUOCA;10795;1805;2023-06-19 19:56:40
2022;Deputado Estadual;URUPEMA;2357;376;2023-06-19 19:56:40
2022;Deputado Estadual;URUPÁ;9542;2725;2023-06-19 19:56:40
2022;Deputado Estadual;URUPÊS;11166;2794;2023-06-19 19:56:40
2022;Deputado Estadual;URUSSANGA;17455;4225;2023-06-19 19:56:40
2022;Deputado Estadual;URUTAÍ;3395;683;2023-06-19 19:56:40
2022;Deputado Estadual;URUÇUCA;18709;4891;2023-06-19 19:56:40
2022;Deputado Estadual;URUÇUÍ;17428;3074;2023-06-19 19:56:40
2022;Deputado Estadual;URÂNIA;6889;1400;2023-06-19 19:56:40
2022;Deputado Estadual;UTINGA;13324;3547;2023-06-19 19:56:40
2022;Deputado Estadual;VACARIA;47205;10469;2023-06-19 19:56:40
2022;Deputado Estadual;VALE DE SÃO DOMINGOS;2653;713;2023-06-19 19:56:40
2022;Deputado Estadual;VALE DO ANARI;6381;1642;2023-06-19 19:56:40
2022;Deputado Estadual;VALE DO PARAÍSO;6175;1734;2023-06-19 19:56:40
2022;Deputado Estadual;VALE DO SOL;8234;1163;2023-06-19 19:56:40
2022;Deputado Estadual;VALE REAL;4816;725;2023-06-19 19:56:40
2022;Deputado Estadual;VALE VERDE;3094;548;2023-06-19 19:56:40
2022;Deputado Estadual;VALENTE;19999;3565;2023-06-19 19:56:40
2022;Deputado Estadual;VALENTIM GENTIL;10223;2210;2023-06-19 19:56:40
2022;Deputado Estadual;VALENÇA;122121;28051;2023-06-19 19:56:40
2022;Deputado Estadual;VALENÇA DO PIAUÍ;16233;2764;2023-06-19 19:56:40
2022;Deputado Estadual;VALINHOS;96226;20924;2023-06-19 19:56:40
2022;Deputado Estadual;VALPARAÍSO;16852;4471;2023-06-19 19:56:40
2022;Deputado Estadual;VALPARAÍSO DE GOIÁS;89226;16546;2023-06-19 19:56:40
2022;Deputado Estadual;VANINI;2026;295;2023-06-19 19:56:40
2022;Deputado Estadual;VARGEM;9507;2497;2023-06-19 19:56:40
2022;Deputado Estadual;VARGEM ALEGRE;6088;1767;2023-06-19 19:56:40
2022;Deputado Estadual;VARGEM ALTA;15707;3164;2023-06-19 19:56:40
2022;Deputado Estadual;VARGEM BONITA;6648;1388;2023-06-19 19:56:40
2022;Deputado Estadual;VARGEM GRANDE;31118;7015;2023-06-19 19:56:40
2022;Deputado Estadual;VARGEM GRANDE DO RIO PARDO;4201;1051;2023-06-19 19:56:40
2022;Deputado Estadual;VARGEM GRANDE DO SUL;32076;7700;2023-06-19 19:56:40
2022;Deputado Estadual;VARGEM GRANDE PAULISTA;40793;8049;2023-06-19 19:56:40
2022;Deputado Estadual;VARGEÃO;2930;377;2023-06-19 19:56:40
2022;Deputado Estadual;VARGINHA;102786;19820;2023-06-19 19:56:40
2022;Deputado Estadual;VARJOTA;16757;3902;2023-06-19 19:56:40
2022;Deputado Estadual;VARJÃO;3835;923;2023-06-19 19:56:40
2022;Deputado Estadual;VARJÃO DE MINAS;6554;1467;2023-06-19 19:56:40
2022;Deputado Estadual;VARRE-SAI;8658;1881;2023-06-19 19:56:40
2022;Deputado Estadual;VARZEDO;8718;1499;2023-06-19 19:56:40
2022;Deputado Estadual;VARZELÂNDIA;16194;5171;2023-06-19 19:56:40
2022;Deputado Estadual;VASSOURAS;30781;7424;2023-06-19 19:56:40
2022;Deputado Estadual;VAZANTE;16625;4056;2023-06-19 19:56:40
2022;Deputado Estadual;VENDA NOVA DO IMIGRANTE;19033;4394;2023-06-19 19:56:40
2022;Deputado Estadual;VENHA-VER;3855;926;2023-06-19 19:56:40
2022;Deputado Estadual;VENTANIA;7286;1152;2023-06-19 19:56:40
2022;Deputado Estadual;VENTUROSA;14454;3236;2023-06-19 19:56:40
2022;Deputado Estadual;VENÂNCIO AIRES;53500;8949;2023-06-19 19:56:40
2022;Deputado Estadual;VERA;7152;1845;2023-06-19 19:56:40
2022;Deputado Estadual;VERA CRUZ;69741;11374;2023-06-19 19:56:40
2022;Deputado Estadual;VERA CRUZ DO OESTE;6926;1535;2023-06-19 19:56:40
2022;Deputado Estadual;VERA MENDES;3329;569;2023-06-19 19:56:40
2022;Deputado Estadual;VERANÓPOLIS;18141;2457;2023-06-19 19:56:40
2022;Deputado Estadual;VERDEJANTE;7836;1451;2023-06-19 19:56:40
2022;Deputado Estadual;VERDELÂNDIA;6916;2042;2023-06-19 19:56:40
2022;Deputado Estadual;VEREDA;6795;1808;2023-06-19 19:56:40
2022;Deputado Estadual;VEREDINHA;5075;1325;2023-06-19 19:56:40
2022;Deputado Estadual;VERMELHO NOVO;4778;979;2023-06-19 19:56:40
2022;Deputado Estadual;VERTENTE DO LÉRIO;7742;1449;2023-06-19 19:56:40
2022;Deputado Estadual;VERTENTES;16517;3308;2023-06-19 19:56:40
2022;Deputado Estadual;VERÊ;7021;1075;2023-06-19 19:56:40
2022;Deputado Estadual;VERÍSSIMO;3033;789;2023-06-19 19:56:40
